task,comment,topic,cluster,cos_dist,eclu_dist,pred_topic
clinc,so where do you come from originally,where are you from,142,0.20058483,0.6333797,assistant's birthplace
clinc,where do you call home,where are you from,142,0.20523429,0.6406782,assistant's birthplace
clinc,what's your home country,where are you from,142,0.19447184,0.6236537,assistant's birthplace
clinc,where did you live before you moved here,where are you from,142,0.23473465,0.68517834,existential inquiry
clinc,are you from here or somewhere else originally,where are you from,142,0.20326233,0.63759303,assistant's birthplace
clinc,tell me where you're from,where are you from,142,0.19196665,0.61962366,assistant's birthplace
clinc,what area did you come from,where are you from,142,0.20512056,0.6405007,assistant's birthplace
clinc,what is your origin,where are you from,142,0.19420886,0.62323177,assistant's birthplace
clinc,where was it you were born,where are you from,142,0.22057587,0.6641927,assistant's birthplace
clinc,the place you were born is,where are you from,142,0.21392608,0.6541041,assistant's birthplace
clinc,what location were you born,where are you from,142,0.23619974,0.6873135,assistant's birthplace
clinc,where were you put together,where are you from,142,0.22454649,0.6701443,assistant's origin
clinc,where is your home planet,where are you from,142,0.23035395,0.6787547,assistant's birthplace
clinc,where is your home town,where are you from,142,0.22244698,0.6670038,assistant's birthplace
clinc,where were you thought of,where are you from,142,0.20938504,0.6471246,assistant's origin
clinc,where do you originate from,where are you from,142,0.18737227,0.6121641,assistant's birthplace
clinc,where have you come from,where are you from,142,0.18780822,0.6128758,assistant's birthplace
clinc,where were you before,where are you from,142,0.21035743,0.6486255,identity inquiry
clinc,where were you processed,where are you from,142,0.22728407,0.67421675,assistant capability inquiry
clinc,what region were you born,where are you from,142,0.21353412,0.65350455,assistant's birthplace
clinc,from where did you originate,where are you from,142,0.1837272,0.6061803,assistant's birthplace
clinc,are you from around here,where are you from,142,0.20541519,0.64096063,identity inquiry
clinc,in what place are you originally from,where are you from,142,0.19783998,0.6290311,assistant's birthplace
clinc,where did you grow up,where are you from,142,0.2198329,0.6630731,assistant's birthplace
clinc,tack on a gallon of milk to the grocery list,shopping list update,5,0.25498968,0.7141285,shopping list update
clinc,add laundry detergent to the list,shopping list update,5,0.2505672,0.70790875,shopping list update
clinc,make sure to put eggs on the grocery list,shopping list update,5,0.24525976,0.70037115,shopping list update
clinc,the list should also have 2 loaves of bread,shopping list update,5,0.22516799,0.67107093,shopping list update
clinc,include asparagus on the list,shopping list update,5,0.24011028,0.6929796,shopping list update
clinc,remove milk and add eggs to my shopping list,shopping list update,5,0.24681419,0.7025868,shopping list update
clinc,put milk on my shopping list,shopping list update,5,0.2434882,0.69783705,shopping list update
clinc,i'd like to add pancake mix to my shopping list if it's not already there,shopping list update,5,0.24967152,0.70664215,shopping list update
clinc,"if soda isn't on my shopping list, go ahead and add it for me",shopping list update,5,0.24845803,0.70492274,shopping list update
clinc,add milk to my shopping list,shopping list update,5,0.24070877,0.69384277,shopping list update
clinc,take toilet paper off my shopping list,shopping list update,5,0.2414254,0.6948748,to-do list removal
clinc,i need to add flour to my list for shopping if i haven't already,shopping list update,5,0.21633017,0.6577694,shopping list update
clinc,take toilet paper off my shopping list and add paper towels,shopping list update,5,0.24758649,0.7036855,shopping list update
clinc,i need hot dogs added to my shopping list please,shopping list update,5,0.2451675,0.7002393,shopping list update
clinc,please put chips on my shopping list,shopping list update,5,0.23646677,0.6877017,shopping list update
clinc,"is milk in my shopping list if not, add it",shopping list update,5,0.24550581,0.70072234,shopping list update
clinc,can you add eggs to my shopping list,shopping list update,5,0.24609256,0.70155907,shopping list update
clinc,add eggs to my shopping list if it's not already there,shopping list update,5,0.23977011,0.6924885,shopping list update
clinc,i'd like to get soda while i'm out; add it to my shopping list,shopping list update,5,0.22668976,0.6733347,shopping list update
clinc,"on my shopping list, remove eggs",shopping list update,5,0.23673564,0.68809265,to-do list removal
clinc,i need eggs; add them to my shopping list,shopping list update,5,0.24401903,0.6985973,shopping list update
clinc,"take soda from my shopping list, and while you're at it add tea",shopping list update,5,0.24864376,0.70518625,shopping list update
clinc,milk should be added to my shopping list,shopping list update,5,0.24432492,0.699035,shopping list update
clinc,"i don't need eggs anymore, but i do need milk",shopping list update,5,0.24982804,0.70686376,shopping list update
clinc,take paper towels off of my shopping list,shopping list update,5,0.24395359,0.6985035,to-do list removal
clinc,i need milk on my shopping list,shopping list update,5,0.23841172,0.69052416,shopping list update
clinc,i don't need toilet paper anymore; take it off my shopping list,shopping list update,49,0.24550813,0.70072573,to-do list removal
clinc,"throw eggs on my shopping list, please",shopping list update,5,0.23872197,0.6909732,shopping list update
clinc,i need water on my shopping list and beer off of it,shopping list update,5,0.24126536,0.69464445,shopping list update
clinc,i need bananas on the list too,shopping list update,5,0.24921858,0.7060009,shopping list update
clinc,can you tell me what you can help with,what can i ask you,8,0.23292696,0.6825351,assistant capability inquiry
clinc,what things are you able to help me with,what can i ask you,8,0.23281425,0.6823698,assistant capability inquiry
clinc,i would like to know what you can help with,what can i ask you,8,0.23219734,0.6814653,assistant capability inquiry
clinc,what kind of things can you help with,what can i ask you,8,0.24239951,0.69627506,assistant capability inquiry
clinc,i want to know what type of things you can help me with,what can i ask you,8,0.24191034,0.6955721,assistant capability inquiry
clinc,please help me to know what type of things you can help me with,what can i ask you,8,0.2433567,0.69764847,assistant capability inquiry
clinc,can i know what type of things you can help me with,what can i ask you,8,0.24362743,0.6980365,assistant capability inquiry
clinc,i would like to know what type of things you can help me with,what can i ask you,8,0.24186653,0.6955092,assistant capability inquiry
clinc,i will be glad to know what type of things you can help me with,what can i ask you,8,0.23976135,0.6924759,assistant capability inquiry
clinc,what type of questions can i ask you,what can i ask you,8,0.24599946,0.7014264,assistant capability inquiry
clinc,what kinds of things are you familiar with,what can i ask you,8,0.22675002,0.6734243,assistant capability inquiry
clinc,what subjects are you experienced in,what can i ask you,8,0.24100238,0.69426554,assistant capability inquiry
clinc,what knowledge do you have on certain subjects,what can i ask you,8,0.23634452,0.68752396,assistant capability inquiry
clinc,what kid of subjects do you excel in,what can i ask you,8,0.2426908,0.6966934,assistant capability inquiry
clinc,what subjects or areas are you familiar with,what can i ask you,8,0.24114263,0.69446754,assistant capability inquiry
clinc,which subjects are you the most experienced with,what can i ask you,8,0.24343908,0.6977665,assistant capability inquiry
clinc,tell me what you can do for me,what can i ask you,8,0.21502948,0.6557889,assistant capability inquiry
clinc,what sorts of tasks can you do,what can i ask you,8,0.23071897,0.6792923,assistant capability inquiry
clinc,what can you do for me,what can i ask you,8,0.2185278,0.661102,assistant capability inquiry
clinc,what can you do to make yourself useful,what can i ask you,8,0.24145365,0.69491524,assistant capability inquiry
clinc,what would you be able to do with me,what can i ask you,8,0.21619725,0.657567,assistant capability inquiry
clinc,give me examples of what to ask you,what can i ask you,8,0.23384464,0.68387824,assistant capability inquiry
clinc,tell me what types of questions i can ask you,what can i ask you,8,0.2526034,0.71077913,assistant capability inquiry
clinc,what are you programmed to do for me,what can i ask you,11,0.23518747,0.6858388,assistant capability inquiry
clinc,what things do you know how to do,what can i ask you,8,0.2235061,0.6685896,assistant capability inquiry
clinc,how can you help me,what can i ask you,8,0.21620804,0.65758353,assistant capability inquiry
clinc,undecided,maybe,100,0.22010076,0.663477,maybe
clinc,i'm afraid i don't know how to answer that,maybe,100,0.2120241,0.65119,assistant capability inquiry
clinc,might,maybe,73,0.22729671,0.6742356,maybe
clinc,it might go either way,maybe,73,0.20408458,0.6388812,traffic patterns
clinc,both could be,maybe,73,0.20411581,0.6389302,assistant capability inquiry
clinc,either or,maybe,73,0.18702078,0.6115894,order process
clinc,my answer would be maybe,maybe,73,0.2197904,0.663009,maybe
clinc,either one might be,maybe,73,0.19950676,0.63167536,order process
clinc,i can't say for certain either way,maybe,73,0.21583205,0.6570115,maybe
clinc,it could go either way,maybe,73,0.1967212,0.62724996,traffic patterns
clinc,it's definitely a maybe for that,maybe,73,0.21873009,0.6614078,maybe
clinc,i am not sure,maybe,100,0.18698984,0.61153865,assistant capability inquiry
clinc,maybe it is,maybe,73,0.21379757,0.65390766,maybe
clinc,i can't say,maybe,100,0.20336235,0.6377499,Invalid
clinc,could be,maybe,73,0.21678996,0.6584681,order process
clinc,i am unable to say,maybe,100,0.20532411,0.64081854,assistant capability inquiry
clinc,i am not able to say,maybe,100,0.19995505,0.6323843,assistant capability inquiry
clinc,i am really not sure,maybe,100,0.19287002,0.62107974,assistant capability inquiry
clinc,i do not know,maybe,100,0.18708289,0.6116911,identity inquiry
clinc,not sure,maybe,100,0.20464432,0.6397569,assistant capability inquiry
clinc,not sure to be honest,maybe,100,0.2023933,0.6362286,Invalid
clinc,i think maybe,maybe,73,0.20650578,0.64265984,maybe
clinc,"um, i'm not quite sure",maybe,100,0.19302285,0.62132585,maybe
clinc,"um, i'm not totally sure",maybe,100,0.19347733,0.6220567,maybe
clinc,"um, i'm not actually sure",maybe,100,0.19582975,0.6258271,maybe
clinc,i'm not actually sure,maybe,100,0.19355547,0.6221826,order tracking
clinc,"um, i'm not sure",maybe,100,0.1909895,0.6180445,maybe
clinc,that might be the case,maybe,73,0.2078507,0.6447491,maybe
clinc,i'm not completely certain,maybe,100,0.19312352,0.62148786,order process
clinc,unsure,maybe,100,0.20974123,0.6476749,Invalid
clinc,help me change my oil,oil change how,116,0.2406187,0.6937127,vehicle maintenance
clinc,what oil should i use for an oil change and how do i do it,oil change how,116,0.26378727,0.72634333,car troubleshooting
clinc,how do i do an oil change,oil change how,116,0.25779235,0.71804243,car troubleshooting
clinc,diy oil change,oil change how,116,0.2602483,0.7214545,vehicle maintenance
clinc,how to do an oil change,oil change how,116,0.25240338,0.71049756,car troubleshooting
clinc,give me instructions for an oil change,oil change how,116,0.2536984,0.7123182,vehicle maintenance
clinc,diy oil change and oil type,oil change how,116,0.27387023,0.74009496,Invalid
clinc,oil type and do it yourself oil change information please,oil change how,116,0.2755897,0.7424146,vehicle maintenance
clinc,i want to know how to change my oil,oil change how,116,0.24585003,0.7012134,vehicle maintenance
clinc,can you tell me how to change my oil and what kind i use,oil change how,116,0.25703973,0.71699333,car troubleshooting
clinc,how to change oil and what oil type,oil change how,116,0.27138966,0.73673564,car troubleshooting
clinc,can you please instruct me on the proper way to change the oil in my car,oil change how,116,0.24965358,0.7066168,car troubleshooting
clinc,i need guidance on changing my oil,oil change how,116,0.2595783,0.72052544,vehicle maintenance
clinc,i want a step by step explanation of how to change the oil in my car,oil change how,116,0.26353347,0.72599375,car troubleshooting
clinc,can you teach me how to change my oil,oil change how,116,0.24391675,0.69845086,car troubleshooting
clinc,can you teach me how to change my oil in my car,oil change how,116,0.24757439,0.70366824,car troubleshooting
clinc,help me figure out how to change my oil,oil change how,116,0.25120455,0.70880836,car troubleshooting
clinc,walk me through the steps involved in changing my oil,oil change how,116,0.25387174,0.71256125,vehicle maintenance
clinc,give me step by step instructions for changing my oil,oil change how,116,0.2652712,0.7283834,vehicle maintenance
clinc,i want to change the oil in my car but i do not know how to do it can you help,oil change how,116,0.26223695,0.72420585,car troubleshooting
clinc,put together a list of instructions for me on how to change the oil in my car,oil change how,116,0.25484228,0.713922,car troubleshooting
clinc,"is it possible to change oil, if so how and what do i use",oil change how,116,0.26116133,0.72271895,car troubleshooting
clinc,what oil do i use when changing oil and how do i do it,oil change how,116,0.26596224,0.72933143,car troubleshooting
clinc,how would i replace my oil and what sort of oil should i use,oil change how,116,0.27172673,0.73719305,vehicle maintenance
clinc,"can you change the oil, with what and how",oil change how,116,0.25621134,0.7158371,vehicle maintenance
clinc,how could i replace my oil and what form of oil ought to i take advantage of,oil change how,116,0.27370048,0.73986554,vehicle maintenance
clinc,can you tell me how to change my oil please,oil change how,116,0.24296111,0.6970814,vehicle maintenance
clinc,how do i change my oil,oil change how,116,0.25284958,0.7111254,Invalid
clinc,please let me know how to change the oil,oil change how,116,0.24567926,0.70096976,vehicle maintenance
clinc,i need to know how to change oil in a car,oil change how,116,0.2522804,0.7103245,car troubleshooting
clinc,"i'd like to make a reservation at rooth chris, can you do that",restaurant reservation,144,0.22369486,0.66887206,table reservation
clinc,make a reservation for chik-fil-a at 3 o' clock please,restaurant reservation,101,0.23559463,0.68643236,table reservation
clinc,reserve a table for 3 at 7 for olive garden,restaurant reservation,101,0.21131068,0.65009344,table reservation
clinc,will you reserve a table at olive garden for 3 people at 7,restaurant reservation,101,0.21842265,0.66094285,table reservation
clinc,"at 7, i need a table for 3 at olive garden",restaurant reservation,101,0.20874643,0.64613706,table reservation
clinc,i need a table for 3 at olive garden for 7,restaurant reservation,101,0.21405643,0.6543035,table reservation
clinc,get a table for me at 7 for 3 people at olive garden,restaurant reservation,101,0.20353138,0.63801485,table reservation
clinc,reserve table for 5 at red robin under the name sara at 3,restaurant reservation,101,0.2446084,0.6994404,table reservation
clinc,reverse a table for 5 at burger king under the name sara at 6,restaurant reservation,101,0.24936157,0.7062034,table reservation
clinc,can you reserve a table for 6 at red robin under the name mavrick at 5 clock,restaurant reservation,101,0.23705947,0.68856305,table reservation
clinc,could you reserve table for 3 at carlos jr under the name adam at 4,restaurant reservation,101,0.24829757,0.7046951,table reservation
clinc,i want to reserve table for 5 at red robin under the name sara at 5,restaurant reservation,101,0.2405904,0.6936722,table reservation
clinc,i need a table for two at the havana at nine,restaurant reservation,101,0.23430371,0.6845492,table reservation
clinc,look for me a table at carl's cabin for twelve at eight,restaurant reservation,101,0.24796939,0.7042293,table reservation
clinc,i need a table at gemma for nine at two,restaurant reservation,101,0.21596622,0.6572159,table reservation
clinc,book me a table for three at rainforest cafe at seven,restaurant reservation,101,0.2266686,0.67330337,table reservation
clinc,get me a table for five at itta bena at three,restaurant reservation,101,0.20982623,0.64780587,table reservation
clinc,"5 people are going to be at tropicana by 8pm, reserve the table under martins name please",restaurant reservation,101,0.23916543,0.69161475,table reservation
clinc,use martins name to reserve a table at tropicana for 5 people at 8pm,restaurant reservation,101,0.23314106,0.6828485,table reservation
clinc,reserve a table at tropicana for 5 people under the name martins for 8pm,restaurant reservation,101,0.24149418,0.6949736,table reservation
clinc,martins needs a table for 5 people at tropicana at 8pm precisely,restaurant reservation,101,0.24264789,0.6966316,table reservation
clinc,the table should be reserved at 8pm at tropicana using martins name and it should be for 5 people,restaurant reservation,101,0.23294997,0.6825688,table reservation
clinc,are there any open reservations at outback tonight,restaurant reservation,18,0.2615862,0.72330666,reservation verification
clinc,make a reservation for 2 tonight at 7:00 at outback steakhouse,restaurant reservation,101,0.24198645,0.6956817,table reservation
clinc,michael will reserve a table for two at 7:00pm for olive garden,restaurant reservation,101,0.20874524,0.6461351,table reservation
clinc,a table for two needs to be reserved for 7:00pm at olive garden using the name michael,restaurant reservation,101,0.20142353,0.63470244,table reservation
clinc,please reserve a table for two at olive garden at 7:00pm for michael,restaurant reservation,101,0.20043176,0.63313824,table reservation
clinc,get reservations at olive garden for two at 7:00pm under michael,restaurant reservation,101,0.20371139,0.63829696,table reservation
clinc,reservations for two need to be made using michael's name for 7:00pm at olive garden,restaurant reservation,101,0.20183605,0.6353519,table reservation
clinc,i want to eat at seven in the restaurant for two people,restaurant reservation,101,0.2178753,0.6601141,table reservation
clinc,what are my coffers at,balance,37,0.24104118,0.6943216,account balance check
clinc,tell me the current balance of my bank accounts,balance,37,0.26300538,0.72526616,account balance check
clinc,what's my current bank account total,balance,37,0.25927693,0.720107,account balance check
clinc,how much do i have in my bank accounts,balance,37,0.2572174,0.71724135,account balance check
clinc,what's the balance in my bank accounts,balance,37,0.26154166,0.72324497,account balance check
clinc,what do i have in my bank accounts right now,balance,37,0.2527899,0.7110415,account balance check
clinc,is there enough in my wells fargo account to buy some nike's,balance,55,0.25106013,0.70860434,account balance check
clinc,do i have enough in my wells fargo account to get some nike's,balance,55,0.25086737,0.70833236,account balance check
clinc,do i have money in my wells fargo account for nike's,balance,55,0.25045472,0.7077497,account balance check
clinc,"i want some nike's, is there enough in my wells fargo account",balance,55,0.2550158,0.7141649,account balance check
clinc,check my wells fargo account to see if i have enough for these nike's,balance,55,0.24552172,0.70074505,account balance check
clinc,would you tell me my bank balance,balance,37,0.23451,0.6848506,account balance check
clinc,can you tell me my bank balance,balance,37,0.24749923,0.7035613,account balance check
clinc,will you let me know my bank balance,balance,37,0.24059182,0.6936741,account balance check
clinc,will you tell me my bank balance,balance,37,0.24237132,0.69623476,account balance check
clinc,how much money is there in my bank accounts,balance,37,0.26183802,0.72365475,account balance check
clinc,how much money do i have in my various bank accounts,balance,37,0.26744336,0.7313595,account balance check
clinc,how much cash do i have in my various bank accounts,balance,37,0.26866132,0.733023,account balance check
clinc,how much cash do i have in my bank accounts,balance,37,0.260041,0.7211671,account balance check
clinc,how much dough do i have in my bank accounts,balance,37,0.22977245,0.67789745,account balance check
clinc,whats the combined total of the money inside my bank accounts,balance,37,0.26657438,0.7301705,account balance check
clinc,whats my bank accounts look like,balance,37,0.25451183,0.7134592,account balance check
clinc,how much moola is in my bank accounts,balance,37,0.25478446,0.7138409,account balance check
clinc,what the numerical number inside my bank accounts,balance,37,0.2637853,0.72634053,account balance check
clinc,how much does my bank account have,balance,37,0.25050032,0.70781404,account balance check
clinc,tell me the current account balance,balance,37,0.24293661,0.6970462,account balance check
clinc,check my checking balance,balance,37,0.26058936,0.7219271,account balance check
clinc,how much do i have left in my checking account,balance,37,0.25314105,0.71153504,account balance check
clinc,what's my checking look like,balance,37,0.22559005,0.6716996,account balance check
clinc,how much do i have in my savings account,balance,37,0.26532686,0.72846,account balance check
clinc,confirm my reservation for march 12 at 9:00 am,confirm reservation,144,0.23259789,0.6820526,reservation verification
clinc,please confirm that i have a reservation for march 1st at 7,confirm reservation,144,0.22389436,0.6691701,reservation verification
clinc,can you confirm that i have a reservation for february 21 at 6 o'clock,confirm reservation,144,0.21455121,0.65505904,reservation verification
clinc,verify my reservation for smith and wollensky at 6:45,confirm reservation,144,0.2207514,0.6644568,reservation verification
clinc,please confirm my reservation for bar les freres at 7,confirm reservation,144,0.22099161,0.6648182,reservation verification
clinc,tell me whether or not i have a reservation at gramercy tavern for tad,confirm reservation,144,0.23913026,0.69156396,reservation verification
clinc,can you confirm that i have a reservation for 2/20 at 6:00 pm,confirm reservation,144,0.22402513,0.6693656,reservation verification
clinc,please tell me if i still have a reservation at acero for susie,confirm reservation,144,0.22407568,0.66944104,reservation verification
clinc,please confirm my reservation at brio for theodore,confirm reservation,144,0.21252745,0.6519625,reservation verification
clinc,confirm my reservation for acero at 7,confirm reservation,144,0.19422531,0.6232581,reservation verification
clinc,please confirm that i have a reservation for 2/20 at 6:00 pm,confirm reservation,144,0.21951276,0.66259,reservation verification
clinc,confirm that there is a reservation at bellagio for thomas,confirm reservation,144,0.24430144,0.6990014,reservation verification
clinc,can you confirm the reservation at fleming's for jane,confirm reservation,144,0.22012854,0.66351885,reservation verification
clinc,are there reservation for joe and will,confirm reservation,18,0.21734357,0.6593081,restaurant reservation policy
clinc,please verify my reservation for john at bardenay,confirm reservation,144,0.22497022,0.6707763,reservation verification
clinc,will you call and check on my reservation for john at bardenay,confirm reservation,144,0.24348259,0.69782895,reservation verification
clinc,is my reservation set for john at bardenay,confirm reservation,144,0.24684942,0.70263726,reservation verification
clinc,do we know if my reservation for john at bardenay was accepted,confirm reservation,144,0.25009608,0.70724267,reservation verification
clinc,has my reservation for john at bardenay been confirmed,confirm reservation,144,0.246252,0.7017864,reservation verification
clinc,"let's try and confirm my reservation for bubble bar under ""franklin",confirm reservation,144,0.22360265,0.6687342,reservation verification
clinc,i need to confirm my reservation for red lobster for frank,confirm reservation,144,0.23112571,0.6798909,reservation verification
clinc,"find my reservation for steve at crucere's and confirm it, please",confirm reservation,144,0.22686267,0.6735916,reservation verification
clinc,confirm the john reservation at applebee's,confirm reservation,144,0.2336632,0.68361276,reservation verification
clinc,i'd like to confirm the josh reservation at moe's,confirm reservation,144,0.22219515,0.66662616,reservation verification
clinc,i have a reservation for strip house for jennifer that i'd like to confirm,confirm reservation,144,0.23933262,0.69185644,reservation verification
clinc,please try to confirm my reservation for jim at barney's,confirm reservation,144,0.22477198,0.67048055,reservation verification
clinc,confirm my reservation for joe at hoss's,confirm reservation,144,0.21216172,0.65140134,reservation verification
clinc,i need to confirm the reservation for frank at chili's,confirm reservation,144,0.22825283,0.6756521,reservation verification
clinc,i'll be confirming my reservation for joseph at red lobster,confirm reservation,144,0.22275949,0.6674723,reservation verification
clinc,is there a reservation for mark at mimis,confirm reservation,18,0.22275937,0.6674721,reservation verification
clinc,can you freeze my bank account,freeze account,54,0.2598443,0.7208943,account hold inquiry
clinc,i want to freeze my bank account,freeze account,54,0.25938678,0.7202593,account hold inquiry
clinc,i want my account locked out,freeze account,54,0.24870622,0.70527494,account hold inquiry
clinc,stop all access to my account,freeze account,135,0.2557767,0.71522963,account hold inquiry
clinc,i need my account frozen!,freeze account,54,0.24681425,0.7025872,account hold inquiry
clinc,i need to lock my account right now!,freeze account,54,0.23365968,0.68360776,account hold inquiry
clinc,please force my account to freeze,freeze account,54,0.23496705,0.6855174,account hold inquiry
clinc,please stop my account,freeze account,135,0.23613393,0.6872176,cancel
clinc,please allow my account to freeze,freeze account,54,0.23285961,0.6824362,account hold inquiry
clinc,please put my account on hold,freeze account,54,0.2316423,0.68065023,account hold inquiry
clinc,freeze my account at the bank immediately,freeze account,54,0.25895572,0.7196608,account hold inquiry
clinc,would you be able to freeze my bank account,freeze account,54,0.25722492,0.71725166,account hold inquiry
clinc,my account at the bank needs to be frozen,freeze account,54,0.27237618,0.7380735,account hold inquiry
clinc,please block my discover account immediately,freeze account,54,0.25549293,0.7148327,account hold inquiry
clinc,please put a block on my citi account immediately,freeze account,54,0.24964863,0.7066098,account hold inquiry
clinc,block my american saving bank for now,freeze account,54,0.2629621,0.7252065,account hold inquiry
clinc,block my bank of america immdediately,freeze account,54,0.25273842,0.7109689,account hold inquiry
clinc,put a block on bank of amerian immediately,freeze account,54,0.23661816,0.6879219,fraudulent transaction report
clinc,my account needs to be frozen,freeze account,54,0.24632287,0.70188725,account hold inquiry
clinc,freeze my account for me,freeze account,54,0.24868166,0.70523995,account hold inquiry
clinc,put a freeze on my account,freeze account,54,0.25801396,0.718351,account hold inquiry
clinc,could you please put a stop on my bank account,freeze account,54,0.24382514,0.69831985,account hold inquiry
clinc,i need to put a stop on my bank account,freeze account,54,0.25922495,0.72003484,account hold inquiry
clinc,are you able to put a stop on my bank account,freeze account,54,0.2679001,0.73198396,account hold inquiry
clinc,please put a stop on my bank account,freeze account,54,0.24644303,0.70205855,account hold inquiry
clinc,i am hoping you can put a stop on my bank account,freeze account,54,0.24919951,0.70597374,account hold inquiry
clinc,please put a freeze on my banking account,freeze account,54,0.25706053,0.7170224,account hold inquiry
clinc,i need my bank account frozen,freeze account,54,0.2604344,0.7217125,account hold inquiry
clinc,how do i freeze my bank account,freeze account,54,0.26253438,0.7246163,account hold inquiry
clinc,would you freeze my bank account,freeze account,54,0.2538761,0.7125673,account hold inquiry
clinc,"i heard i can transfer my 401k, but don't know how, do you",rollover 401k,17,0.2721249,0.7377331,401k transfer process
clinc,"i need some help with transferring my 401k, can you help",rollover 401k,17,0.27310622,0.73906195,401k transfer process
clinc,can you tell me how to transfer my 401k,rollover 401k,17,0.26055527,0.72187996,401k transfer process
clinc,i want to transfer my 401k,rollover 401k,17,0.26198602,0.7238592,401k transfer process
clinc,i wanna transfer my 401k,rollover 401k,17,0.25798202,0.7183063,401k transfer process
clinc,i have to rollover my 401k,rollover 401k,17,0.26309466,0.7253892,401k transfer process
clinc,i must rollover my 401k,rollover 401k,17,0.26335108,0.7257425,401k transfer process
clinc,i want help to transfer my 401k,rollover 401k,17,0.26714325,0.7309493,401k transfer process
clinc,help me to transfer my 401k,rollover 401k,17,0.25922978,0.72004145,401k transfer process
clinc,i will rollover my 401k,rollover 401k,17,0.26017475,0.7213527,401k transfer process
clinc,i need help to transfer my 401k,rollover 401k,17,0.265576,0.728802,401k transfer process
clinc,i want to rollover my 401k,rollover 401k,17,0.26973647,0.7344883,401k transfer process
clinc,how do i transfer my 401k to a new firm,rollover 401k,17,0.2731802,0.73916197,401k transfer process
clinc,how do i roll over my 401k,rollover 401k,17,0.2692147,0.73377746,401k transfer process
clinc,can i move my 401k to an ira,rollover 401k,17,0.2685269,0.7328398,401k transfer process
clinc,how do i do a 401(k) rollover,rollover 401k,17,0.27049613,0.73552185,401k transfer process
clinc,can 401ks be moved,rollover 401k,17,0.27566278,0.74251306,401k transfer process
clinc,can i transfer my 401k somewhere,rollover 401k,17,0.26686156,0.7305636,401k transfer process
clinc,how do i switch 401k companies,rollover 401k,17,0.28012002,0.7484918,401k transfer process
clinc,tell me how to roll over my 401k,rollover 401k,17,0.25949013,0.7204031,401k transfer process
clinc,how can i transfer my 401k,rollover 401k,17,0.26331675,0.7256953,401k transfer process
clinc,what are the steps to rollover my 401k,rollover 401k,17,0.27948964,0.74764925,401k transfer process
clinc,"my 401k, can i roll it over",rollover 401k,17,0.2755342,0.74233985,401k transfer process
clinc,"i want to rollover my 401k , can i",rollover 401k,17,0.27481818,0.7413749,401k transfer process
clinc,help me rollover my 401k,rollover 401k,17,0.26361716,0.7261091,401k transfer process
clinc,do you know the process to rollover my 401k,rollover 401k,17,0.26748383,0.731415,401k transfer process
clinc,tell me how to rollover my 401k,rollover 401k,17,0.26233697,0.7243439,401k transfer process
clinc,my 401k needs to rollover and i need your help,rollover 401k,17,0.26637685,0.72989994,401k transfer process
clinc,let me know how to rollover my 401k,rollover 401k,17,0.26224184,0.72421265,401k transfer process
clinc,what do i have to do to transfer my 401k,rollover 401k,17,0.2663747,0.729897,401k transfer process
clinc,what company made this ai,who made you,98,0.2424624,0.6963656,assistant's origin
clinc,what is the name of the person who made you,who made you,119,0.21171111,0.65070915,assistant's origin
clinc,who is the person that brought you to life,who made you,119,0.22343284,0.66848016,assistant's origin
clinc,who is the one that made you,who made you,119,0.2233116,0.6682988,assistant's origin
clinc,who is your maker,who made you,119,0.22412682,0.66951764,assistant's origin
clinc,which company made you,who made you,98,0.24020457,0.69311565,assistant's origin
clinc,who assembled you,who made you,119,0.22855169,0.6760945,assistant's origin
clinc,i wanna know who programmed you,who made you,119,0.22663355,0.67325115,assistant's origin
clinc,let me know who programmed you,who made you,119,0.22502297,0.67085475,assistant's origin
clinc,who made you,who made you,119,0.22695994,0.6737357,assistant's origin
clinc,i wanna know your maker,who made you,119,0.2135055,0.6534608,assistant's origin
clinc,who was your maker,who made you,119,0.2247222,0.6704062,assistant's origin
clinc,who is the one who programmed you,who made you,119,0.23286581,0.6824454,assistant's origin
clinc,i must know who programmed you,who made you,119,0.22662294,0.67323554,assistant's origin
clinc,tell me who your maker was,who made you,119,0.2231592,0.66807055,assistant's origin
clinc,what was the company that designed you,who made you,98,0.23061216,0.6791352,assistant's origin
clinc,do you know what company were you designed by,who made you,98,0.23155928,0.68052834,company behind design
clinc,let me know which company were you designed by,who made you,98,0.2227279,0.66742474,company behind design
clinc,what company were you designed by,who made you,98,0.2254126,0.67143536,company behind design
clinc,can you let me know what company were you designed by,who made you,98,0.22563791,0.6717707,assistant's origin
clinc,which company were you designed by,who made you,98,0.22542971,0.6714608,company behind design
clinc,tell me who made you please,who made you,119,0.21388358,0.65403926,assistant's origin
clinc,can you tell me who made you,who made you,119,0.22316122,0.6680738,assistant's origin
clinc,whats the name of the person who made you,who made you,119,0.21081138,0.64932495,assistant's origin
clinc,what company did the design for this,who made you,98,0.23090112,0.67956036,company behind design
clinc,what company did this design,who made you,98,0.22700256,0.67379916,company behind design
clinc,what company is responsible for this design,who made you,98,0.22937918,0.6773172,company behind design
clinc,what company designed this,who made you,98,0.22456086,0.6701655,company behind design
clinc,"for this design, what company did it",who made you,98,0.22650957,0.6730669,company behind design
clinc,name the person or group that programmed you,who made you,119,0.22084594,0.664599,assistant's origin
clinc,which way do we go and how long will it take to get to the sears tower in chicago,distance,133,0.22902608,0.6767955,direction inquiry
