task,comment,topic,pred_topic
clinc,how can i transfer my 401k,rollover 401k,401k rollover
clinc,what are the steps to rollover my 401k,rollover 401k,401k rollover
clinc,"my 401k, can i roll it over",rollover 401k,401k rollover
clinc,"i want to rollover my 401k , can i",rollover 401k,401k rollover
clinc,help me rollover my 401k,rollover 401k,401k rollover
clinc,do you know the process to rollover my 401k,rollover 401k,401k rollover
clinc,tell me how to rollover my 401k,rollover 401k,401k rollover
clinc,my 401k needs to rollover and i need your help,rollover 401k,401k rollover
clinc,let me know how to rollover my 401k,rollover 401k,401k rollover
clinc,what do i have to do to transfer my 401k,rollover 401k,401k rollover
clinc,what company made this ai,who made you,about the creator
clinc,what is the name of the person who made you,who made you,about the creator
clinc,who is the person that brought you to life,who made you,about the creator
clinc,who is the one that made you,who made you,about the creator
clinc,who is your maker,who made you,about the creator
clinc,which company made you,who made you,about the creator
clinc,who assembled you,who made you,about the creator
clinc,i wanna know who programmed you,who made you,about the creator
clinc,let me know who programmed you,who made you,about the creator
clinc,who made you,who made you,about the creator
clinc,i wanna know your maker,who made you,about the creator
clinc,who was your maker,who made you,about the creator
clinc,who is the one who programmed you,who made you,about the creator
clinc,i must know who programmed you,who made you,about the creator
clinc,tell me who your maker was,who made you,about the creator
clinc,what was the company that designed you,who made you,about the creator
clinc,do you know what company were you designed by,who made you,about the creator
clinc,let me know which company were you designed by,who made you,about the creator
clinc,what company were you designed by,who made you,about the creator
clinc,can you let me know what company were you designed by,who made you,about the creator
clinc,which company were you designed by,who made you,about the creator
clinc,tell me who made you please,who made you,about the creator
clinc,can you tell me who made you,who made you,about the creator
clinc,whats the name of the person who made you,who made you,about the creator
clinc,what company did the design for this,who made you,about the creator
clinc,what company did this design,who made you,about the creator
clinc,what company is responsible for this design,who made you,about the creator
clinc,what company designed this,who made you,about the creator
clinc,"for this design, what company did it",who made you,about the creator
clinc,name the person or group that programmed you,who made you,about the creator
clinc,which way do we go and how long will it take to get to the sears tower in chicago,distance,ETA (estimated time of arrival)
clinc,"so, does it take long to get to dodger stadium in anaheim",distance,ETA (estimated time of arrival)
clinc,how many minutes will it take to get to the empire state building in manhattan,distance,ETA (estimated time of arrival)
clinc,what's the mileage to get the the taj mahal in atlantic city,distance,ETA (estimated time of arrival)
clinc,does it take long to get to yankee stadium in the bronx,distance,ETA (estimated time of arrival)
clinc,how much time is left until we get there,distance,ETA (estimated time of arrival)
clinc,what's the time to destination going via bus to omaha,distance,ETA (estimated time of arrival)
clinc,how far from our destination are we,distance,ETA (estimated time of arrival)
clinc,how many minutes am i from texaco,distance,ETA (estimated time of arrival)
clinc,how long will i be on the bus if i rid it to seattle,distance,ETA (estimated time of arrival)
clinc,is it going to be much longer until i reach the bank,distance,ETA (estimated time of arrival)
clinc,am i close to arriving at the post office,distance,ETA (estimated time of arrival)
clinc,what's the estimated travel time to get to dc via bus,distance,ETA (estimated time of arrival)
clinc,when will i arrive at hy-vee,distance,ETA (estimated time of arrival)
clinc,how long does it take to get to el paso on a bus,distance,ETA (estimated time of arrival)
clinc,how long will it take me to get to walmart,distance,ETA (estimated time of arrival)
clinc,what's the average time to boston when riding a bus,distance,ETA (estimated time of arrival)
clinc,when will the bus get me to vermont,distance,ETA (estimated time of arrival)
clinc,how long will i be on the bus to new orleans,distance,ETA (estimated time of arrival)
clinc,how long is a bus ride to staples,distance,ETA (estimated time of arrival)
clinc,how long does it take to get downtown by bus,distance,ETA (estimated time of arrival)
clinc,what time will i get to the beach taking the bus,distance,ETA (estimated time of arrival)
clinc,how far am i from orlando,distance,ETA (estimated time of arrival)
clinc,give me an eta on when i will arrive at my destination,distance,ETA (estimated time of arrival)
clinc,tell me how much longer i will have to drive to reach the destination,distance,ETA (estimated time of arrival)
clinc,when will i get to orlando,distance,ETA (estimated time of arrival)
clinc,how much farther is orlando from my location,distance,ETA (estimated time of arrival)
clinc,do i have a ways to go or am i close to getting to penn station,distance,ETA (estimated time of arrival)
clinc,please give me the approximate amount of time i will need to go from jfk international airport to penn station,distance,ETA (estimated time of arrival)
clinc,can you tell me about what time i should be arriving at the airport,distance,ETA (estimated time of arrival)
clinc,how do you refer to me,user name,assistant’s name inquiry
clinc,call my name,user name,user naming
clinc,what do i go by,user name,user naming
clinc,say my name,user name,assistant’s name inquiry
clinc,what do you think my name is,user name,assistant’s name inquiry
clinc,what do you think i'm called,user name,assistant’s name inquiry
clinc,what do you have for my name,user name,assistant’s name inquiry
clinc,how do you address my name,user name,assistant’s name inquiry
clinc,what's your designation,user name,identity (human or AI)
clinc,what do you call me,user name,assistant’s name inquiry
clinc,i want to hear my name,user name,assistant’s name inquiry
clinc,my name,user name,user naming
clinc,what's my name,user name,assistant’s name inquiry
clinc,what's my name on file,user name,assistant’s name inquiry
clinc,what name do you have for me,user name,assistant’s name inquiry
clinc,what did i tell you to call me,user name,user naming
clinc,please tell me the name that you have for me,user name,assistant’s name inquiry
clinc,i need to know the name that you have for me,user name,assistant’s name inquiry
clinc,can you tell me what name you have for me,user name,assistant’s name inquiry
clinc,tell me what name you have for me,user name,assistant’s name inquiry
clinc,i would like to know the name you have for me,user name,assistant’s name inquiry
clinc,what is the name you have for me,user name,assistant’s name inquiry
clinc,could you tell me my name,user name,assistant’s name inquiry
clinc,do you have a name for me,user name,assistant’s name inquiry
clinc,can you tell me my name for me,user name,assistant’s name inquiry
clinc,what's the name you use for me,user name,assistant’s name inquiry
clinc,you call me what,user name,assistant’s name inquiry
clinc,what do you know me by,user name,assistant’s name inquiry
clinc,you know me by what right now,user name,assistant name
clinc,what's the way you refer to me,user name,assistant’s name inquiry
clinc,what's the timezone for britain,timezone,time zones
clinc,i need the time zone for la,timezone,time zones
clinc,i would like to know the timezone for britain,timezone,time zones
clinc,i need la's time zone,timezone,time zones
clinc,i need to know britain's timezone,timezone,time zones
clinc,what timezone is britain in,timezone,time zones
clinc,can you tell me britain's timezone,timezone,time zones
clinc,what is the la's time zone,timezone,time zones
clinc,can you tell me the time zone for la,timezone,time zones
clinc,what is texas's timezone,timezone,time zones
clinc,tell me the timezone for california,timezone,time zones
clinc,what timezone would missouri be in,timezone,time zones
clinc,what timezone do they use in arizona,timezone,time zones
clinc,is new york in mountain timezone,timezone,time zones
clinc,what is the timezone for la,timezone,time zones
clinc,what is the timezone for new york,timezone,time zones
clinc,what is the timezone for san francisco,timezone,time zones
clinc,what is the timezone for paris,timezone,time zones
clinc,what is the timezone for houston,timezone,time zones
clinc,denver's timezone is what,timezone,time zones
clinc,does denver reside in the eastern timezones,timezone,time zones
clinc,which timezone is denver located,timezone,time zones
clinc,"denver's timezone is a mystery, i wonder where its located",timezone,time zones
clinc,in which time zone does denver reside,timezone,time zones
clinc,what's the timezone in valencia,timezone,time zones
clinc,what's the timezone now in hiram,timezone,time zones
clinc,timezone in salt lake city,timezone,time zones
clinc,timezone currently in mobile,timezone,current time
clinc,what time is it in phoenix,timezone,current time
clinc,can you give me the timezone for the country,timezone,time zones
clinc,"i don't like this song, can skip it",next song,playing music
clinc,can we move onto the next song,next song,playing music
clinc,"skip this song, please",next song,cancel
clinc,can you swipe to the next song,next song,playing music
clinc,"next song, please!",next song,playing music
clinc,start the next song,next song,playing music
clinc,go to the next song and play it,next song,playing music
clinc,move forward one song,next song,playlist modifications
clinc,play the next one,next song,playing music
clinc,skip to next track,next song,alarms
clinc,skip ahead one song,next song,playing music
clinc,go to upcoming song,next song,playing music
clinc,play the next song please,next song,playing music
clinc,i dont want to listen to this song,next song,playing music
clinc,could you hit next,next song,Invalid
clinc,can you go to the next song,next song,playing music
clinc,let's go to the next song please,next song,playing music
clinc,maybe we can go to the next song,next song,playing music
clinc,may i suggest we go to the next song,next song,playing music
clinc,please can we go to the next song,next song,playing music
clinc,might we go to the next song,next song,playing music
clinc,next track,next song,playing music
clinc,skip to the next track,next song,cancel
clinc,skip this track,next song,cancel
clinc,play next song,next song,playing music
clinc,next song,next song,playing music
clinc,change this song please,next song,playlist modifications
clinc,i want you to play the next song,next song,playing music
clinc,play the next song please if you would,next song,playing music
clinc,please play the next track,next song,playing music
clinc,i need to know all my spending transactions,transactions,transactions
clinc,when did i last make a purchase,transactions,transactions
clinc,how much did i spend on my most recent transaction,transactions,transactions
clinc,show me my ten most recent transactions on account xyz,transactions,transactions
clinc,i want to see all transactions in the past month for all accounts,transactions,transactions
clinc,show me my recent transactions from account xyz,transactions,transactions
clinc,open bank app and show my most recent transactions,transactions,transactions
clinc,are you able to find my recent transactions for me,transactions,transactions
clinc,i made a transaction recently,transactions,transactions
clinc,what was my recent transaction,transactions,transactions
clinc,i want to know what my recent transaction was,transactions,transactions
clinc,i need information about my recent transaction,transactions,transactions
clinc,state recent transaction,transactions,transactions
clinc,is my visa bill over my limit this month,transactions,credit limits
clinc,what have i spent things on,transactions,spending summary
clinc,show my transactions,transactions,transactions
clinc,what were my last 10 charges on my credit card,transactions,transactions
clinc,show what i have spent things on,transactions,spending summary
clinc,how much have i spent on my debit card this month,transactions,spending summary
clinc,how much have i spent on my bank card sine i last paid my bill,transactions,spending summary
clinc,how much was my last target trip,transactions,transactions
clinc,can you verify my recent visa card transaction,transactions,transactions
clinc,what was my recent transaction on my visa card,transactions,transactions
clinc,what is the last transaction on my visa card,transactions,transactions
clinc,show my my most recent visa card transaction,transactions,transactions
clinc,please review my recent visa card transaction,transactions,transactions
clinc,how many transactions do i have on flower shops from last wednesday between 2pm and 7pm,transactions,transactions
clinc,what transactions did i make on electronics this morning after 6am,transactions,transactions
clinc,what is the largest transaction i have made on video games this month,transactions,spending summary
clinc,what transactions do i have on groceries from yesterday,transactions,transactions
clinc,please give me the name of a few good options for places to eat dinner tonight,restaurant suggestion,restaurant suggestions
clinc,i need some suggestions for dinner places tonight,restaurant suggestion,restaurant suggestions
clinc,what are some good places to go out for dinner in my area tonight,restaurant suggestion,restaurant suggestions
clinc,show me some restaurants that have high reviews for eating out,restaurant suggestion,restaurant reviews
clinc,can you search recommended casual restaurants for tonight in philadelphia,restaurant suggestion,restaurant suggestions
clinc,where can i go to eat,restaurant suggestion,restaurant suggestions
clinc,where can i get some good food,restaurant suggestion,restaurant suggestions
clinc,"in cleveland, are there any good places that serve clams",restaurant suggestion,restaurant suggestions
clinc,does cleveland have any good places that serve clams,restaurant suggestion,restaurant suggestions
clinc,can you find any good places in cleveland that serve clams,restaurant suggestion,restaurant suggestions
clinc,are there good clam places in cleveland,restaurant suggestion,restaurant suggestions
clinc,are there any good places in cleveland that serve clams,restaurant suggestion,restaurant suggestions
clinc,"could you suggest a french restaurant, please",restaurant suggestion,restaurant suggestions
clinc,can you suggest a french restaurant,restaurant suggestion,restaurant suggestions
clinc,can you suggest a thai restaurant,restaurant suggestion,restaurant suggestions
clinc,"can you suggest a french restaurant, please",restaurant suggestion,restaurant suggestions
clinc,"can you suggest a thai restaurant, please",restaurant suggestion,restaurant suggestions
clinc,are there are any good places in washington that serve cheese pizza,restaurant suggestion,restaurant suggestions
clinc,what's the food can easily get in canada,restaurant suggestion,restaurant suggestions
clinc,what are the best places to get shrimp in chicago,restaurant suggestion,restaurant suggestions
clinc,what are the best restaurants open tonight,restaurant suggestion,restaurant suggestions
clinc,i need a list of good places to eat near me,restaurant suggestion,restaurant suggestions
clinc,pull up some recommendations for places serving fish in maine,restaurant suggestion,restaurant suggestions
clinc,where should i go for food tonight,restaurant suggestion,restaurant suggestions
clinc,where should i eat,restaurant suggestion,restaurant suggestions
clinc,any fantastic restaurants to get shrimp at in atlanta,restaurant suggestion,restaurant suggestions
clinc,give me a list of places that serve the best wings in charlotte,restaurant suggestion,restaurant suggestions
clinc,i need reviews for places serving tacos in chicago,restaurant suggestion,restaurant reviews
clinc,give me restaurant reccomendations,restaurant suggestion,restaurant suggestions
clinc,where can i satisfy my craving for french food in milwaukee,restaurant suggestion,restaurant suggestions
clinc,x card has earned how many points,rewards balance,rewards balance
clinc,can you give me a points update on my rewards plus card,rewards balance,rewards balance
clinc,can you pull up how many points i've earned with travel card,rewards balance,rewards balance
clinc,what is the updated points that i earned with synovus card,rewards balance,rewards balance
clinc,how many points do i have on my six flags rewards card,rewards balance,rewards balance
clinc,i would like to check my rewards for my credit card,rewards balance,rewards balance
clinc,i need to check my rewards for my credit card,rewards balance,rewards balance
clinc,i wanna know how many points have i earned with my credit card,rewards balance,rewards balance
clinc,i would like to know my debit card's rewards balance,rewards balance,rewards balance
clinc,i would like to know how many points have i earned with my credit card,rewards balance,rewards balance
clinc,i need to know my credit card's rewards balance,rewards balance,rewards balance
clinc,i wanna know my credit card's rewards balance,rewards balance,rewards balance
clinc,i really need to check my rewards for my credit card,rewards balance,rewards balance
clinc,i would like to check my rewards for my debit card,rewards balance,rewards balance
clinc,i wish to know my debit card's rewards balance,rewards balance,rewards balance
clinc,i wanna check my rewards for my credit card,rewards balance,rewards balance
clinc,tell me my debit card's rewards balance,rewards balance,rewards balance
clinc,i need to understand how many points have i earned with my credit card,rewards balance,rewards balance
clinc,i must know how many points have i earned with my credit card,rewards balance,rewards balance
clinc,i gotta know how many points i have gotten with my debit card,rewards balance,rewards balance
clinc,how many points earned do i have with my american express card,rewards balance,rewards balance
clinc,how many points have i earned with my paypal credit card so far,rewards balance,rewards balance
clinc,i have points on my capital one card and i'd like to know how many i've earned,rewards balance,rewards balance
clinc,"have i earned points with my venture card, and how many",rewards balance,rewards balance
clinc,what do my visa points look like,rewards balance,rewards balance
clinc,how many points do i have on my visa,rewards balance,rewards balance
clinc,tell me the number of points on my visa card,rewards balance,rewards balance
clinc,give me the point total on my visa card,rewards balance,rewards balance
clinc,what points have i earned on my visa,rewards balance,rewards balance
clinc,how many rewards points do i have on my rewards points i have on my mastercard,rewards balance,rewards balance
clinc,i have a car payment that needs to be paid,pay bill,utility bill payments
clinc,i need to put in a payment towards my phone bill,pay bill,utility bill payments
clinc,help me get my gas bill paid,pay bill,utility bill payments
clinc,pay my con edison bill using my capital one account,pay bill,utility bill payments
clinc,"use my navy federal account and pay this month's verizon bill, please",pay bill,utility bill payments
clinc,please pay my sprint bill using my bank of america checking account,pay bill,utility bill payments
clinc,i need some assistance paying my utilities bill,pay bill,utility bill payments
clinc,i need a hand getting this gas bill paid,pay bill,utility bill payments
clinc,can you help me pay my electricity bill,pay bill,utility bill payments
clinc,i have to pay my water bill but need help doing it,pay bill,utility bill payments
clinc,i am going to need help paying my rent bill,pay bill,utility bill payments
clinc,i want to pay my bill,pay bill,utility bill payments
clinc,can you help me pay my bill,pay bill,utility bill payments
clinc,i want to pay my bill through the app,pay bill,utility bill payments
clinc,pay my electric bill for me,pay bill,utility bill payments
clinc,"pull up my electric bill, i want to pay it",pay bill,utility bill payments
clinc,how do i pay my electric bill,pay bill,utility bill payments
clinc,"i want to pay my electric bill, can you do it for me",pay bill,utility bill payments
clinc,pay my light bill,pay bill,utility bill payments
clinc,pay my utility bill from my bank account,pay bill,utility bill payments
clinc,charge my internet bill to the corporate account,pay bill,utility bill payments
clinc,pay my gas bill with my checking account,pay bill,utility bill payments
clinc,i need to pay my electric bill,pay bill,utility bill payments
clinc,i know i should pay my electric bill,pay bill,utility bill payments
clinc,"today my electric bill will be paid, or should be",pay bill,utility bill payments
clinc,today is the day i should pay my electric bill,pay bill,billing due dates
clinc,my electric bill should be paid today,pay bill,billing due dates
clinc,i need to pay my visa,pay bill,utility bill payments
clinc,pay $175 on my visa,pay bill,utility bill payments
clinc,i'd like to pay $4735 to my water bill,pay bill,utility bill payments
clinc,what's the total i've spent on shoes this month,spending history,spending summary
clinc,how many dollars have i spent on coffee this month,spending history,spending summary
clinc,what have i spent on food this month,spending history,spending summary
clinc,how much have i spent on tires this month,spending history,spending summary
clinc,how much have i been spending on booze this month,spending history,spending summary
clinc,what have i spent on fast food recently,spending history,spending summary
clinc,how much total have i spent on fast food lately,spending history,spending summary
clinc,how much fast food have i bought recently,spending history,spending summary
clinc,check how much i spent this week,spending history,spending summary
clinc,how much money have i spent on fast food lately,spending history,spending summary
clinc,how much money have a spent in the last week,spending history,spending summary
clinc,how much money did i spend this weekend,spending history,spending summary
clinc,tell me how much money i've spent on fast food in the past week,spending history,spending summary
clinc,what is the total amount i spent last week,spending history,spending summary
clinc,what've i spent on gas this month,spending history,spending summary
clinc,have i gone over my entertainment budget,spending history,spending summary
clinc,would you say i've spent too much money on chips as of late,spending history,spending summary
clinc,"looking at this week only, have i overspent on hoagies",spending history,spending summary
clinc,do i overspend when it comes to fast food,spending history,spending summary
clinc,"looking at the past month, what did i spend total",spending history,spending summary
clinc,have i gone over my chocolate budget lately,spending history,spending summary
clinc,how much have i spent this week,spending history,spending summary
clinc,about how much did i spend recently,spending history,spending summary
clinc,tell me how much i have been buying as of late,spending history,spending summary
clinc,what did i spend on beer last month,spending history,spending summary
clinc,did i stick to my dinner budget,spending history,spending summary
clinc,how much have i spent on video games recently,spending history,spending summary
clinc,do i spend too much on beer,spending history,spending summary
clinc,what are my finances like lately,spending history,spending summary
clinc,how much money have i spent recently,spending history,spending summary
clinc,did my vacation get approval,pto request status,vacation status
clinc,do you know if vacation got approved,pto request status,vacation status
clinc,does my vacation have approval,pto request status,vacation status
clinc,can you let me know if my vacation was approved,pto request status,vacation status
clinc,any news on my vacation,pto request status,vacation status
clinc,tell me if my vacation was approved yet,pto request status,vacation status
clinc,was there any progress on my vacation request,pto request status,vacation status
clinc,is my vacation approved,pto request status,vacation status
clinc,is my request going to be approved for vacation,pto request status,vacation status
clinc,is vacation a go,pto request status,vacation planning
clinc,will i get my time off approved,pto request status,vacation status
clinc,how is my vacation looking,pto request status,vacation status
clinc,did the manager approve my vacation yet,pto request status,vacation status
clinc,any new info on my vacation,pto request status,vacation planning
clinc,any update on my vacation,pto request status,vacation status
clinc,is there a status update on my vacation approval,pto request status,vacation status
clinc,can you notify me when my vacation days have approved,pto request status,vacation status
clinc,when will my vacation time be confirmed,pto request status,vacation status
clinc,when will i hear back about my days off,pto request status,vacation status
clinc,am i okay to take those vacation days,pto request status,vacation planning
clinc,has my vacation time been approved,pto request status,vacation status
clinc,what is the day off request status as of now,pto request status,vacation status
clinc,what is the day off request status please,pto request status,vacation status
clinc,what is the day off request status if you would tell me,pto request status,vacation status
clinc,what is the day off request status,pto request status,vacation status
clinc,what is the day off request status if you could tell me,pto request status,vacation status
clinc,i need to know status of my day off request,pto request status,vacation status
clinc,i want to know the status of my vacation request,pto request status,vacation status
clinc,tell me status of my day off request,pto request status,vacation status
clinc,please let me know the status of my vacation request,pto request status,vacation status
clinc,i would like to know my credit score,credit score,credit scores
clinc,tell me what my credit score is,credit score,credit scores
clinc,can you find what my credit score is,credit score,credit scores
clinc,how is my credit score numberwise,credit score,credit scores
clinc,what credit score number do i have,credit score,credit scores
clinc,what is my credit score number,credit score,credit scores
clinc,how much is my credit score,credit score,credit scores
clinc,what number is my credit score currently,credit score,credit scores
clinc,is my credit score over 700 yet,credit score,credit scores
clinc,please give me my current credit score,credit score,credit scores
clinc,i'm trying to raise my credit score can you tell me what it is now,credit score,credit scores
clinc,i need to know what my credit score is,credit score,credit scores
clinc,could you tell me what my credit score is,credit score,credit scores
clinc,give me my credit score please,credit score,credit scores
clinc,could you share my credit score,credit score,credit scores
clinc,how's my credit score,credit score,credit scores
clinc,i was wondering what my credit score is,credit score,credit scores
clinc,where do i go for my credit score,credit score,credit scores
clinc,i need to find my credit score,credit score,credit scores
clinc,how can i locate my credit score,credit score,credit scores
clinc,what is my credit rating,credit score,credit scores
clinc,i want to know my credit rating,credit score,credit scores
clinc,my credit rating is what,credit score,credit scores
clinc,tell me my credit raing,credit score,credit scores
clinc,give me my credit rating,credit score,credit scores
clinc,please tell me what my credit score is,credit score,credit scores
clinc,i'd like you to check on my credit score,credit score,credit scores
clinc,let me know what my credit score is today,credit score,credit scores
clinc,can you check my credit score,credit score,credit scores
clinc,can you check my credit score for me,credit score,credit scores
clinc,i would like to get a new credt card,new card,credit card application status
clinc,i would love to get a new credit card,new card,credit card application status
clinc,do you have any information on how to open a new credit card,new card,credit card application status
clinc,tell me how to apply for a new credit card,new card,credit card application status
clinc,tell me how to apply for a credit card,new card,credit card application status
clinc,i want to know how to go about getting a new credit card,new card,credit card issues (declined)
clinc,please tell me how to get a new credit card,new card,credit card replacement shipping
clinc,am i eligible for a new credit card,new card,credit card application status
clinc,i need to get a new credit card application,new card,credit card application status
clinc,what's the best way to get a mastercard,new card,credit card application status
clinc,is this where i apply for a new credit card,new card,credit card application status
clinc,how do i apply do get myself a visa,new card,travel visas
clinc,can you complete an application for a new credit card for me,new card,credit card application status
clinc,i need to get a mastercard somehow,new card,credit card application status
clinc,how can i get a visa card,new card,credit card application status
clinc,can i apply here for a new card,new card,credit card application status
clinc,does bank of america give credit cards to people like me,new card,credit card application status
clinc,what do i do to get a visa card,new card,credit card application status
clinc,is it possible for me to get a better credit card,new card,credit card application status
clinc,how do i submit an application for a discover card,new card,credit card application status
clinc,how do i apply for american express,new card,credit card application status
clinc,find out if there's a new credit card that suits me,new card,new insurance plans
clinc,how do i apply for a new credit card,new card,credit card application status
clinc,what's it take to get a mastercard,new card,credit card application status
clinc,can i apply for a visa card,new card,credit card application status
clinc,how do i apply for a visa card,new card,credit card application status
clinc,i wish to apply for a visa card,new card,credit card application status
clinc,help me apply for a visa card,new card,credit card application status
clinc,is there a list of good credit cards i can choose from to apply for,new card,credit card application status
clinc,how can i find a new credit card to apply to,new card,credit card application status
clinc,is my luggage lost,lost luggage,lost luggage
clinc,why is my luggage not here,lost luggage,lost luggage
clinc,what happened to my luggage,lost luggage,lost luggage
clinc,i need help finding my luggage,lost luggage,lost luggage
clinc,what steps should i take if my luggage has been lost,lost luggage,lost luggage
clinc,i seem to have lost my luggage! what are my options now,lost luggage,lost luggage
clinc,what would be the best way to deal with lost luggage,lost luggage,lost luggage
clinc,it appears that my luggage has been lost,lost luggage,lost luggage
clinc,i'm afraid my luggage has gone missing,lost luggage,lost luggage
clinc,i am a bit panicked because my luggage seems to have gone missing,lost luggage,lost luggage
clinc,i have no idea where my luggage went!,lost luggage,lost luggage
clinc,unfortunately it would appear that my luggage is totally lost,lost luggage,lost luggage
clinc,how should i proceed if i accidentally lost my luggage,lost luggage,lost luggage
clinc,"if i lost my luggage, what should i do next",lost luggage,lost luggage
clinc,i have no idea where my luggage is,lost luggage,lost luggage
clinc,i think my luggage has been misplaced,lost luggage,lost luggage
clinc,what do i have to do if i lost my luggage,lost luggage,lost luggage
clinc,i think my luggage is lost,lost luggage,lost luggage
clinc,my luggage appears to be lost,lost luggage,lost luggage
clinc,i can't seem to track down my luggage,lost luggage,lost luggage
clinc,what is the next thing i should do if i lost my luggage,lost luggage,lost luggage
clinc,what step should i take next if i lost my luggage,lost luggage,lost luggage
clinc,i've lost my luggage what should i do now,lost luggage,lost luggage
clinc,what should i do about losing my luggage,lost luggage,lost luggage
clinc,where would i find my luggage,lost luggage,lost luggage
clinc,my luggage has been misplaced,lost luggage,lost luggage
clinc,i can't find my luggage,lost luggage,lost luggage
clinc,i lost all my stuff that i had packed,lost luggage,lost luggage
clinc,my luggage has disappeared,lost luggage,lost luggage
clinc,it appears my luggage is lost,lost luggage,lost luggage
clinc,may you say that again,repeat,repetition requests
clinc,can you please repeat that,repeat,repetition requests
clinc,can you please say that again,repeat,repetition requests
clinc,may you please say that again,repeat,repetition requests
clinc,would you say it again please,repeat,repetition requests
clinc,would you repeat what you said earlier,repeat,repetition requests
clinc,i would like you to repeat it,repeat,repetition requests
clinc,repeat please,repeat,repetition requests
clinc,"pardon, i didn't hear you",repeat,repetition requests
clinc,i didn't hear you can you say that again,repeat,repetition requests
clinc,i didn't catch that,repeat,repetition requests
clinc,could you repeat that,repeat,repetition requests
clinc,say again please,repeat,repetition requests
clinc,would you mind repeating that,repeat,repetition requests
clinc,"sorry, i didn't catch that could you say it again",repeat,repetition requests
clinc,i need you to repeat that please,repeat,repetition requests
clinc,repeat that for me please,repeat,repetition requests
clinc,what did you just say,repeat,identity (human or AI)
clinc,please say it one more time,repeat,repetition requests
clinc,sorry i missed that,repeat,assistant capabilities
clinc,i didn't understand you,repeat,assistant capabilities
clinc,can you repeat the question again,repeat,repetition requests
clinc,can you phrase that question again,repeat,repetition requests
clinc,what'd you say,repeat,repetition requests
clinc,please repeat the last thing,repeat,repetition requests
clinc,repeat that,repeat,repetition requests
clinc,can you repeat that,repeat,repetition requests
clinc,what were you just saying,repeat,repetition requests
clinc,come again,repeat,repetition requests
clinc,"can you say that again, please",repeat,repetition requests
clinc,tell me: car gas mileage,mpg,gas tank level
clinc,what is my car's gas mileage,mpg,gas tank level
clinc,tell me what the gas mileage is on my car,mpg,gas tank level
clinc,what is the gas mileage of my car,mpg,gas tank level
clinc,check: car gas mileage,mpg,gas tank level
clinc,what is my car's mpg,mpg,gas type for cars
clinc,"what is my car's mpg, please",mpg,gas type for cars
clinc,what's my car's mpg,mpg,gas tank level
clinc,"what's my car's mpg, please",mpg,gas tank level
clinc,what is the highway mpg of this car,mpg,gas type for cars
clinc,hows the city mpg of this car,mpg,gas type for cars
clinc,what is the highway mpg on this car like,mpg,gas tank level
clinc,what mpg does this car get in the city,mpg,gas type for cars
clinc,how many mpg does this car get in the city,mpg,gas tank level
clinc,tell me about this car's highway mpg,mpg,gas type for cars
clinc,can i have more information about this car's highway mpg,mpg,gas tank level
clinc,what is the city mpg on this car,mpg,gas type for cars
clinc,whats the mpg for this car,mpg,gas type for cars
clinc,whats the mpg of this car,mpg,gas type for cars
clinc,i need to know my cars mpg,mpg,gas tank level
clinc,can i get this car's mpg,mpg,gas tank level
clinc,i would like to know the mpg of my car,mpg,gas tank level
clinc,what kind of mileage am i getting,mpg,gas tank level
clinc,what the mpg,mpg,gas type for cars
clinc,can you tell me my vehicles mpg,mpg,gas tank level
clinc,whats the fuel economy of this car,mpg,gas tank level
clinc,what kind of mileage does this car get,mpg,gas type for cars
clinc,mpg for this car please,mpg,gas type for cars
clinc,what is the miles per gallon,mpg,gas type for cars
clinc,how is the car's fuel economy,mpg,gas tank level
clinc,am i due for an oil change yet,oil change when,next oil change
clinc,when is the next time i should change my oil,oil change when,next oil change
clinc,when is my car due for its next oil change,oil change when,next oil change
clinc,when am i due for my next oil change,oil change when,next oil change
clinc,when should i get my next oil change,oil change when,next oil change
clinc,when's the next time i should change my oil,oil change when,next oil change
clinc,when should i get my car's oil changed next,oil change when,next oil change
clinc,when is the next time i need to get an oil change,oil change when,next oil change
clinc,when is my car's next oil change supposed to be,oil change when,next oil change
clinc,how long until my next oil change,oil change when,next oil change
clinc,when's the next time i ought to change my oil,oil change when,next oil change
clinc,when's the next time i have to get an oil change,oil change when,next oil change
clinc,when should i get my oil changed,oil change when,next oil change
clinc,when should i get the oil changed in my car,oil change when,next oil change
clinc,figure out when my car will next need an oil change,oil change when,next oil change
clinc,can you recommend for me when to next get my oil changed,oil change when,next oil change
clinc,when do you think i ought to change the oil in my car next,oil change when,next oil change
clinc,how soon until i will need to get my oil changed,oil change when,next oil change
clinc,find out for me when my car is next due for an oil change,oil change when,next oil change
clinc,where can i find information on oil changes for my car,oil change when,oil change procedure
clinc,what are the manufacturers guidance on oil changes,oil change when,oil change procedure
clinc,is my car due for it's next oil change,oil change when,next oil change
clinc,what is the recommended interval to get my oil changed,oil change when,next oil change
clinc,when will i need my next oil change,oil change when,next oil change
clinc,how often should i change the oil,oil change when,next oil change
clinc,do i need to change my oil soon,oil change when,next oil change
clinc,when will my oil change be due for this car,oil change when,next oil change
clinc,is my oil change coming up soon,oil change when,next oil change
clinc,what's my oil change status,oil change when,next oil change
clinc,when does this car need oil changes,oil change when,next oil change
clinc,i will say yes as my response,yes,yes
clinc,my answer to your question is yes,yes,yes
clinc,yes is my answer,yes,yes
clinc,"yes, ai, that is correct",yes,yes
