task,comment,topic,pred_topic
clinc,start the next song,next song,next track
clinc,go to the next song and play it,next song,next track
clinc,move forward one song,next song,next track
clinc,play the next one,next song,next track
clinc,skip to next track,next song,next track
clinc,skip ahead one song,next song,next track
clinc,go to upcoming song,next song,next track
clinc,play the next song please,next song,next track
clinc,i dont want to listen to this song,next song,music playback
clinc,could you hit next,next song,next track
clinc,can you go to the next song,next song,next track
clinc,let's go to the next song please,next song,next track
clinc,maybe we can go to the next song,next song,next track
clinc,may i suggest we go to the next song,next song,next track
clinc,please can we go to the next song,next song,next track
clinc,might we go to the next song,next song,next track
clinc,next track,next song,next track
clinc,skip to the next track,next song,next track
clinc,skip this track,next song,next track
clinc,play next song,next song,next track
clinc,next song,next song,next track
clinc,change this song please,next song,next track
clinc,i want you to play the next song,next song,next track
clinc,play the next song please if you would,next song,next track
clinc,please play the next track,next song,next track
clinc,i need to know all my spending transactions,transactions,spending history
clinc,when did i last make a purchase,transactions,spending history
clinc,how much did i spend on my most recent transaction,transactions,spending history
clinc,show me my ten most recent transactions on account xyz,transactions,transaction history
clinc,i want to see all transactions in the past month for all accounts,transactions,transaction history
clinc,show me my recent transactions from account xyz,transactions,transaction history
clinc,open bank app and show my most recent transactions,transactions,transaction history
clinc,are you able to find my recent transactions for me,transactions,transaction history
clinc,i made a transaction recently,transactions,transaction history
clinc,what was my recent transaction,transactions,transaction history
clinc,i want to know what my recent transaction was,transactions,transaction history
clinc,i need information about my recent transaction,transactions,transaction history
clinc,state recent transaction,transactions,transaction history
clinc,is my visa bill over my limit this month,transactions,credit limit inquiries
clinc,what have i spent things on,transactions,spending history
clinc,show my transactions,transactions,transaction history
clinc,what were my last 10 charges on my credit card,transactions,transaction history
clinc,show what i have spent things on,transactions,spending history
clinc,how much have i spent on my debit card this month,transactions,spending history
clinc,how much have i spent on my bank card sine i last paid my bill,transactions,spending history
clinc,how much was my last target trip,transactions,spending history
clinc,can you verify my recent visa card transaction,transactions,transaction history
clinc,what was my recent transaction on my visa card,transactions,transaction history
clinc,what is the last transaction on my visa card,transactions,transaction history
clinc,show my my most recent visa card transaction,transactions,transaction history
clinc,please review my recent visa card transaction,transactions,transaction history
clinc,how many transactions do i have on flower shops from last wednesday between 2pm and 7pm,transactions,transaction history
clinc,what transactions did i make on electronics this morning after 6am,transactions,transaction history
clinc,what is the largest transaction i have made on video games this month,transactions,spending history
clinc,what transactions do i have on groceries from yesterday,transactions,spending history
clinc,please give me the name of a few good options for places to eat dinner tonight,restaurant suggestion,restaurant suggestions
clinc,i need some suggestions for dinner places tonight,restaurant suggestion,restaurant suggestions
clinc,what are some good places to go out for dinner in my area tonight,restaurant suggestion,restaurant suggestions
clinc,show me some restaurants that have high reviews for eating out,restaurant suggestion,restaurant reviews
clinc,can you search recommended casual restaurants for tonight in philadelphia,restaurant suggestion,restaurant suggestions
clinc,where can i go to eat,restaurant suggestion,restaurant suggestions
clinc,where can i get some good food,restaurant suggestion,restaurant suggestions
clinc,"in cleveland, are there any good places that serve clams",restaurant suggestion,restaurant suggestions
clinc,does cleveland have any good places that serve clams,restaurant suggestion,restaurant suggestions
clinc,can you find any good places in cleveland that serve clams,restaurant suggestion,restaurant suggestions
clinc,are there good clam places in cleveland,restaurant suggestion,restaurant suggestions
clinc,are there any good places in cleveland that serve clams,restaurant suggestion,restaurant suggestions
clinc,"could you suggest a french restaurant, please",restaurant suggestion,restaurant suggestions
clinc,can you suggest a french restaurant,restaurant suggestion,restaurant suggestions
clinc,can you suggest a thai restaurant,restaurant suggestion,restaurant suggestions
clinc,"can you suggest a french restaurant, please",restaurant suggestion,restaurant suggestions
clinc,"can you suggest a thai restaurant, please",restaurant suggestion,restaurant suggestions
clinc,are there are any good places in washington that serve cheese pizza,restaurant suggestion,restaurant suggestions
clinc,what's the food can easily get in canada,restaurant suggestion,restaurant suggestions
clinc,what are the best places to get shrimp in chicago,restaurant suggestion,restaurant suggestions
clinc,what are the best restaurants open tonight,restaurant suggestion,restaurant suggestions
clinc,i need a list of good places to eat near me,restaurant suggestion,restaurant suggestions
clinc,pull up some recommendations for places serving fish in maine,restaurant suggestion,restaurant suggestions
clinc,where should i go for food tonight,restaurant suggestion,restaurant suggestions
clinc,where should i eat,restaurant suggestion,restaurant suggestions
clinc,any fantastic restaurants to get shrimp at in atlanta,restaurant suggestion,restaurant suggestions
clinc,give me a list of places that serve the best wings in charlotte,restaurant suggestion,restaurant suggestions
clinc,i need reviews for places serving tacos in chicago,restaurant suggestion,restaurant reviews
clinc,give me restaurant reccomendations,restaurant suggestion,restaurant suggestions
clinc,where can i satisfy my craving for french food in milwaukee,restaurant suggestion,restaurant suggestions
clinc,x card has earned how many points,rewards balance,debit card rewards points
clinc,can you give me a points update on my rewards plus card,rewards balance,debit card rewards points
clinc,can you pull up how many points i've earned with travel card,rewards balance,debit card rewards points
clinc,what is the updated points that i earned with synovus card,rewards balance,debit card rewards points
clinc,how many points do i have on my six flags rewards card,rewards balance,debit card rewards points
clinc,i would like to check my rewards for my credit card,rewards balance,redeeming rewards points
clinc,i need to check my rewards for my credit card,rewards balance,redeeming rewards points
clinc,i wanna know how many points have i earned with my credit card,rewards balance,redeeming rewards points
clinc,i would like to know my debit card's rewards balance,rewards balance,debit card rewards points
clinc,i would like to know how many points have i earned with my credit card,rewards balance,redeeming rewards points
clinc,i need to know my credit card's rewards balance,rewards balance,debit card rewards points
clinc,i wanna know my credit card's rewards balance,rewards balance,debit card rewards points
clinc,i really need to check my rewards for my credit card,rewards balance,redeeming rewards points
clinc,i would like to check my rewards for my debit card,rewards balance,debit card rewards points
clinc,i wish to know my debit card's rewards balance,rewards balance,debit card rewards points
clinc,i wanna check my rewards for my credit card,rewards balance,redeeming rewards points
clinc,tell me my debit card's rewards balance,rewards balance,debit card rewards points
clinc,i need to understand how many points have i earned with my credit card,rewards balance,debit card rewards points
clinc,i must know how many points have i earned with my credit card,rewards balance,debit card rewards points
clinc,i gotta know how many points i have gotten with my debit card,rewards balance,debit card rewards points
clinc,how many points earned do i have with my american express card,rewards balance,debit card rewards points
clinc,how many points have i earned with my paypal credit card so far,rewards balance,debit card rewards points
clinc,i have points on my capital one card and i'd like to know how many i've earned,rewards balance,redeeming rewards points
clinc,"have i earned points with my venture card, and how many",rewards balance,debit card rewards points
clinc,what do my visa points look like,rewards balance,redeeming rewards points
clinc,how many points do i have on my visa,rewards balance,redeeming rewards points
clinc,tell me the number of points on my visa card,rewards balance,redeeming rewards points
clinc,give me the point total on my visa card,rewards balance,debit card rewards points
clinc,what points have i earned on my visa,rewards balance,redeeming rewards points
clinc,how many rewards points do i have on my rewards points i have on my mastercard,rewards balance,redeeming rewards points
clinc,i have a car payment that needs to be paid,pay bill,bill payments
clinc,i need to put in a payment towards my phone bill,pay bill,bill payments
clinc,help me get my gas bill paid,pay bill,bill payments
clinc,pay my con edison bill using my capital one account,pay bill,bill payments
clinc,"use my navy federal account and pay this month's verizon bill, please",pay bill,bill payments
clinc,please pay my sprint bill using my bank of america checking account,pay bill,bill payments
clinc,i need some assistance paying my utilities bill,pay bill,bill payments
clinc,i need a hand getting this gas bill paid,pay bill,bill payments
clinc,can you help me pay my electricity bill,pay bill,bill payments
clinc,i have to pay my water bill but need help doing it,pay bill,bill payments
clinc,i am going to need help paying my rent bill,pay bill,bill payments
clinc,i want to pay my bill,pay bill,bill payments
clinc,can you help me pay my bill,pay bill,bill payments
clinc,i want to pay my bill through the app,pay bill,bill payments
clinc,pay my electric bill for me,pay bill,bill payments
clinc,"pull up my electric bill, i want to pay it",pay bill,bill payments
clinc,how do i pay my electric bill,pay bill,bill payments
clinc,"i want to pay my electric bill, can you do it for me",pay bill,bill payments
clinc,pay my light bill,pay bill,bill payments
clinc,pay my utility bill from my bank account,pay bill,bill payments
clinc,charge my internet bill to the corporate account,pay bill,bill payments
clinc,pay my gas bill with my checking account,pay bill,bill payments
clinc,i need to pay my electric bill,pay bill,bill payments
clinc,i know i should pay my electric bill,pay bill,monthly bills
clinc,"today my electric bill will be paid, or should be",pay bill,bill payments
clinc,today is the day i should pay my electric bill,pay bill,bill payments
clinc,my electric bill should be paid today,pay bill,bill payments
clinc,i need to pay my visa,pay bill,bill payments
clinc,pay $175 on my visa,pay bill,bill payments
clinc,i'd like to pay $4735 to my water bill,pay bill,bill payments
clinc,what's the total i've spent on shoes this month,spending history,spending history
clinc,how many dollars have i spent on coffee this month,spending history,spending history
clinc,what have i spent on food this month,spending history,spending history
clinc,how much have i spent on tires this month,spending history,spending history
clinc,how much have i been spending on booze this month,spending history,spending history
clinc,what have i spent on fast food recently,spending history,spending history
clinc,how much total have i spent on fast food lately,spending history,spending history
clinc,how much fast food have i bought recently,spending history,spending history
clinc,check how much i spent this week,spending history,spending history
clinc,how much money have i spent on fast food lately,spending history,spending history
clinc,how much money have a spent in the last week,spending history,spending history
clinc,how much money did i spend this weekend,spending history,spending history
clinc,tell me how much money i've spent on fast food in the past week,spending history,spending history
clinc,what is the total amount i spent last week,spending history,spending history
clinc,what've i spent on gas this month,spending history,spending history
clinc,have i gone over my entertainment budget,spending history,spending history
clinc,would you say i've spent too much money on chips as of late,spending history,spending history
clinc,"looking at this week only, have i overspent on hoagies",spending history,spending history
clinc,do i overspend when it comes to fast food,spending history,spending history
clinc,"looking at the past month, what did i spend total",spending history,spending history
clinc,have i gone over my chocolate budget lately,spending history,spending history
clinc,how much have i spent this week,spending history,spending history
clinc,about how much did i spend recently,spending history,spending history
clinc,tell me how much i have been buying as of late,spending history,spending history
clinc,what did i spend on beer last month,spending history,spending history
clinc,did i stick to my dinner budget,spending history,spending history
clinc,how much have i spent on video games recently,spending history,spending history
clinc,do i spend too much on beer,spending history,spending history
clinc,what are my finances like lately,spending history,spending history
clinc,how much money have i spent recently,spending history,spending history
clinc,did my vacation get approval,pto request status,vacation approval status
clinc,do you know if vacation got approved,pto request status,vacation approval status
clinc,does my vacation have approval,pto request status,vacation approval status
clinc,can you let me know if my vacation was approved,pto request status,vacation approval status
clinc,any news on my vacation,pto request status,vacation day inquiries
clinc,tell me if my vacation was approved yet,pto request status,vacation approval status
clinc,was there any progress on my vacation request,pto request status,vacation requests
clinc,is my vacation approved,pto request status,vacation approval status
clinc,is my request going to be approved for vacation,pto request status,vacation approval status
clinc,is vacation a go,pto request status,vacation approval status
clinc,will i get my time off approved,pto request status,vacation approval status
clinc,how is my vacation looking,pto request status,vacation day inquiries
clinc,did the manager approve my vacation yet,pto request status,vacation approval status
clinc,any new info on my vacation,pto request status,vacation day inquiries
clinc,any update on my vacation,pto request status,vacation approval status
clinc,is there a status update on my vacation approval,pto request status,vacation approval status
clinc,can you notify me when my vacation days have approved,pto request status,vacation approval status
clinc,when will my vacation time be confirmed,pto request status,vacation approval status
clinc,when will i hear back about my days off,pto request status,vacation approval status
clinc,am i okay to take those vacation days,pto request status,vacation approval status
clinc,has my vacation time been approved,pto request status,vacation approval status
clinc,what is the day off request status as of now,pto request status,vacation approval status
clinc,what is the day off request status please,pto request status,vacation approval status
clinc,what is the day off request status if you would tell me,pto request status,vacation approval status
clinc,what is the day off request status,pto request status,vacation approval status
clinc,what is the day off request status if you could tell me,pto request status,vacation approval status
clinc,i need to know status of my day off request,pto request status,vacation approval status
clinc,i want to know the status of my vacation request,pto request status,vacation approval status
clinc,tell me status of my day off request,pto request status,vacation approval status
clinc,please let me know the status of my vacation request,pto request status,vacation approval status
clinc,i would like to know my credit score,credit score,credit score inquiries
clinc,tell me what my credit score is,credit score,credit score inquiries
clinc,can you find what my credit score is,credit score,credit score inquiries
clinc,how is my credit score numberwise,credit score,credit score inquiries
clinc,what credit score number do i have,credit score,credit score inquiries
clinc,what is my credit score number,credit score,credit score inquiries
clinc,how much is my credit score,credit score,credit score inquiries
clinc,what number is my credit score currently,credit score,credit score inquiries
clinc,is my credit score over 700 yet,credit score,credit score inquiries
clinc,please give me my current credit score,credit score,credit score inquiries
clinc,i'm trying to raise my credit score can you tell me what it is now,credit score,credit score inquiries
clinc,i need to know what my credit score is,credit score,credit score inquiries
clinc,could you tell me what my credit score is,credit score,credit score inquiries
clinc,give me my credit score please,credit score,credit score inquiries
clinc,could you share my credit score,credit score,credit score inquiries
clinc,how's my credit score,credit score,credit score inquiries
clinc,i was wondering what my credit score is,credit score,credit score inquiries
clinc,where do i go for my credit score,credit score,credit score inquiries
clinc,i need to find my credit score,credit score,credit score inquiries
clinc,how can i locate my credit score,credit score,credit score inquiries
clinc,what is my credit rating,credit score,credit score inquiries
clinc,i want to know my credit rating,credit score,credit score inquiries
clinc,my credit rating is what,credit score,credit score inquiries
clinc,tell me my credit raing,credit score,credit score inquiries
clinc,give me my credit rating,credit score,credit score inquiries
clinc,please tell me what my credit score is,credit score,credit score inquiries
clinc,i'd like you to check on my credit score,credit score,credit score inquiries
clinc,let me know what my credit score is today,credit score,credit score inquiries
clinc,can you check my credit score,credit score,credit score inquiries
clinc,can you check my credit score for me,credit score,credit score inquiries
clinc,i would like to get a new credt card,new card,new credit card application
clinc,i would love to get a new credit card,new card,new credit card application
clinc,do you have any information on how to open a new credit card,new card,new credit card application
clinc,tell me how to apply for a new credit card,new card,new credit card application
clinc,tell me how to apply for a credit card,new card,new credit card application
clinc,i want to know how to go about getting a new credit card,new card,new credit card application
clinc,please tell me how to get a new credit card,new card,new credit card application
clinc,am i eligible for a new credit card,new card,new credit card application
clinc,i need to get a new credit card application,new card,new credit card application
clinc,what's the best way to get a mastercard,new card,new credit card application
clinc,is this where i apply for a new credit card,new card,new credit card application
clinc,how do i apply do get myself a visa,new card,travel visa requirements
clinc,can you complete an application for a new credit card for me,new card,new credit card application
clinc,i need to get a mastercard somehow,new card,new credit card application
clinc,how can i get a visa card,new card,new credit card application
clinc,can i apply here for a new card,new card,new credit card application
clinc,does bank of america give credit cards to people like me,new card,new credit card application
clinc,what do i do to get a visa card,new card,new credit card application
clinc,is it possible for me to get a better credit card,new card,credit score improvement
clinc,how do i submit an application for a discover card,new card,new credit card application
clinc,how do i apply for american express,new card,new credit card application
clinc,find out if there's a new credit card that suits me,new card,new credit card application
clinc,how do i apply for a new credit card,new card,new credit card application
clinc,what's it take to get a mastercard,new card,new credit card application
clinc,can i apply for a visa card,new card,new credit card application
clinc,how do i apply for a visa card,new card,new credit card application
clinc,i wish to apply for a visa card,new card,new credit card application
clinc,help me apply for a visa card,new card,new credit card application
clinc,is there a list of good credit cards i can choose from to apply for,new card,new credit card application
clinc,how can i find a new credit card to apply to,new card,new credit card application
clinc,is my luggage lost,lost luggage,lost luggage
clinc,why is my luggage not here,lost luggage,lost luggage
clinc,what happened to my luggage,lost luggage,lost luggage
clinc,i need help finding my luggage,lost luggage,lost luggage
clinc,what steps should i take if my luggage has been lost,lost luggage,lost luggage
clinc,i seem to have lost my luggage! what are my options now,lost luggage,lost luggage
clinc,what would be the best way to deal with lost luggage,lost luggage,lost luggage
clinc,it appears that my luggage has been lost,lost luggage,lost luggage
clinc,i'm afraid my luggage has gone missing,lost luggage,lost luggage
clinc,i am a bit panicked because my luggage seems to have gone missing,lost luggage,lost luggage
clinc,i have no idea where my luggage went!,lost luggage,lost luggage
clinc,unfortunately it would appear that my luggage is totally lost,lost luggage,lost luggage
clinc,how should i proceed if i accidentally lost my luggage,lost luggage,lost luggage
clinc,"if i lost my luggage, what should i do next",lost luggage,lost luggage
clinc,i have no idea where my luggage is,lost luggage,lost luggage
clinc,i think my luggage has been misplaced,lost luggage,lost luggage
clinc,what do i have to do if i lost my luggage,lost luggage,lost luggage
clinc,i think my luggage is lost,lost luggage,lost luggage
clinc,my luggage appears to be lost,lost luggage,lost luggage
clinc,i can't seem to track down my luggage,lost luggage,lost luggage
clinc,what is the next thing i should do if i lost my luggage,lost luggage,lost luggage
clinc,what step should i take next if i lost my luggage,lost luggage,lost luggage
clinc,i've lost my luggage what should i do now,lost luggage,lost luggage
clinc,what should i do about losing my luggage,lost luggage,lost luggage
clinc,where would i find my luggage,lost luggage,lost luggage
clinc,my luggage has been misplaced,lost luggage,lost luggage
clinc,i can't find my luggage,lost luggage,lost luggage
clinc,i lost all my stuff that i had packed,lost luggage,lost luggage
clinc,my luggage has disappeared,lost luggage,lost luggage
clinc,it appears my luggage is lost,lost luggage,lost luggage
clinc,may you say that again,repeat,repeat instructions
clinc,can you please repeat that,repeat,repeat instructions
clinc,can you please say that again,repeat,repeat instructions
clinc,may you please say that again,repeat,repeat instructions
clinc,would you say it again please,repeat,repeat instructions
clinc,would you repeat what you said earlier,repeat,repeat instructions
clinc,i would like you to repeat it,repeat,repeat instructions
clinc,repeat please,repeat,repeat instructions
clinc,"pardon, i didn't hear you",repeat,repeat instructions
clinc,i didn't hear you can you say that again,repeat,repeat instructions
clinc,i didn't catch that,repeat,repeat instructions
clinc,could you repeat that,repeat,repeat instructions
clinc,say again please,repeat,repeat instructions
clinc,would you mind repeating that,repeat,repeat instructions
clinc,"sorry, i didn't catch that could you say it again",repeat,repeat instructions
clinc,i need you to repeat that please,repeat,repeat instructions
clinc,repeat that for me please,repeat,repeat instructions
clinc,what did you just say,repeat,repeat instructions
clinc,please say it one more time,repeat,repeat instructions
clinc,sorry i missed that,repeat,restaurant taco buffet
clinc,i didn't understand you,repeat,alarms
clinc,can you repeat the question again,repeat,repeat instructions
clinc,can you phrase that question again,repeat,repeat instructions
clinc,what'd you say,repeat,maybe
clinc,please repeat the last thing,repeat,repeat instructions
clinc,repeat that,repeat,repeat instructions
clinc,can you repeat that,repeat,repeat instructions
clinc,what were you just saying,repeat,repeat instructions
clinc,come again,repeat,Invalid
clinc,"can you say that again, please",repeat,repeat instructions
clinc,tell me: car gas mileage,mpg,car gas mileage
clinc,what is my car's gas mileage,mpg,car gas mileage
clinc,tell me what the gas mileage is on my car,mpg,car gas mileage
clinc,what is the gas mileage of my car,mpg,car gas mileage
clinc,check: car gas mileage,mpg,car gas mileage
clinc,what is my car's mpg,mpg,car gas mileage
clinc,"what is my car's mpg, please",mpg,car gas mileage
clinc,what's my car's mpg,mpg,car gas mileage
clinc,"what's my car's mpg, please",mpg,car gas mileage
clinc,what is the highway mpg of this car,mpg,car gas mileage
clinc,hows the city mpg of this car,mpg,car gas mileage
clinc,what is the highway mpg on this car like,mpg,car gas mileage
clinc,what mpg does this car get in the city,mpg,car gas mileage
clinc,how many mpg does this car get in the city,mpg,car gas mileage
clinc,tell me about this car's highway mpg,mpg,car gas mileage
clinc,can i have more information about this car's highway mpg,mpg,car gas mileage
clinc,what is the city mpg on this car,mpg,car gas mileage
clinc,whats the mpg for this car,mpg,car gas mileage
clinc,whats the mpg of this car,mpg,car gas mileage
clinc,i need to know my cars mpg,mpg,car gas mileage
clinc,can i get this car's mpg,mpg,car gas mileage
clinc,i would like to know the mpg of my car,mpg,car gas mileage
clinc,what kind of mileage am i getting,mpg,car gas mileage
clinc,what the mpg,mpg,car gas mileage
clinc,can you tell me my vehicles mpg,mpg,car gas mileage
clinc,whats the fuel economy of this car,mpg,car gas mileage
clinc,what kind of mileage does this car get,mpg,car gas mileage
clinc,mpg for this car please,mpg,car gas mileage
clinc,what is the miles per gallon,mpg,car gas mileage
clinc,how is the car's fuel economy,mpg,car gas mileage
clinc,am i due for an oil change yet,oil change when,next oil change schedule
clinc,when is the next time i should change my oil,oil change when,next oil change schedule
clinc,when is my car due for its next oil change,oil change when,next oil change schedule
clinc,when am i due for my next oil change,oil change when,next oil change schedule
clinc,when should i get my next oil change,oil change when,next oil change schedule
clinc,when's the next time i should change my oil,oil change when,next oil change schedule
clinc,when should i get my car's oil changed next,oil change when,next oil change schedule
clinc,when is the next time i need to get an oil change,oil change when,next oil change schedule
clinc,when is my car's next oil change supposed to be,oil change when,next oil change schedule
clinc,how long until my next oil change,oil change when,next oil change schedule
clinc,when's the next time i ought to change my oil,oil change when,next oil change schedule
clinc,when's the next time i have to get an oil change,oil change when,next oil change schedule
clinc,when should i get my oil changed,oil change when,next oil change schedule
clinc,when should i get the oil changed in my car,oil change when,next oil change schedule
clinc,figure out when my car will next need an oil change,oil change when,next oil change schedule
clinc,can you recommend for me when to next get my oil changed,oil change when,next oil change schedule
clinc,when do you think i ought to change the oil in my car next,oil change when,next oil change schedule
clinc,how soon until i will need to get my oil changed,oil change when,next oil change schedule
clinc,find out for me when my car is next due for an oil change,oil change when,next oil change schedule
clinc,where can i find information on oil changes for my car,oil change when,oil change DIY
clinc,what are the manufacturers guidance on oil changes,oil change when,oil change DIY
clinc,is my car due for it's next oil change,oil change when,next oil change schedule
clinc,what is the recommended interval to get my oil changed,oil change when,next oil change schedule
clinc,when will i need my next oil change,oil change when,next oil change schedule
clinc,how often should i change the oil,oil change when,next oil change schedule
clinc,do i need to change my oil soon,oil change when,next oil change schedule
clinc,when will my oil change be due for this car,oil change when,next oil change schedule
clinc,is my oil change coming up soon,oil change when,next oil change schedule
clinc,what's my oil change status,oil change when,next oil change schedule
clinc,when does this car need oil changes,oil change when,next oil change schedule
clinc,i will say yes as my response,yes,yes
clinc,my answer to your question is yes,yes,yes
clinc,yes is my answer,yes,yes
clinc,"yes, ai, that is correct",yes,yes
clinc,that's true,yes,yes
clinc,that's correct,yes,restaurant reservations
clinc,that checks out,yes,AI capabilities
clinc,that's right,yes,restaurant reservations
clinc,affirmative,yes,yes
clinc,"yes, that is factual",yes,yes
clinc,"yes, that happens to be correct",yes,yes
clinc,that would be correct,yes,restaurant taco buffet
clinc,thats right,yes,AI capabilities
clinc,"yes, this is true",yes,yes
clinc,sure,yes,place a call
clinc,okay,yes,place a call
clinc,definitely,yes,Invalid
clinc,roger that,yes,goodbye
clinc,i agree,yes,restaurant reservations
clinc,absolutely,yes,yes
clinc,you're right,yes,alarms
clinc,"yes, that's right",yes,yes
clinc,please let's do it,yes,place a call
clinc,yes please,yes,yes
clinc,can we please,yes,restaurant taco buffet
clinc,"yes, please",yes,yes
clinc,ya,yes,yes
clinc,yup,yes,yes
clinc,great,yes,yes
clinc,what are some interesting things i can do while in raleigh,travel suggestion,planning trips/activities
clinc,can you help me pick some fun things to do in london during my trip,travel suggestion,planning trips/activities
clinc,"help me plan my traveling itinerary for my trip to madrid, i want to see lots of sights!",travel suggestion,planning trips/activities
clinc,help me pick a new location to travel to,travel suggestion,planning trips/activities
clinc,can you do some research about the best places to travel,travel suggestion,planning trips/activities
clinc,tell me some fun activities to do in oklahoma city,travel suggestion,planning trips/activities
clinc,what are some popular tourist activities in mexico city,travel suggestion,planning trips/activities
clinc,i am itching to travel but don't know where to go,travel suggestion,planning trips/activities
clinc,give me some recommendations of good tourist attractions in montreal,travel suggestion,planning trips/activities
clinc,tell me some fun tourist attractions in london,travel suggestion,planning trips/activities
clinc,give me some ideas of what to do during my trip to dallas,travel suggestion,planning trips/activities
clinc,find out the best tourist attractions to visit in moscow,travel suggestion,planning trips/activities
clinc,i want some suggestions for tourist activities in dublin,travel suggestion,planning trips/activities
clinc,i am traveling to paris soon and would like some suggestions of what to do and see,travel suggestion,planning trips/activities
clinc,what are some local attractions in portland,travel suggestion,planning trips/activities
clinc,what sorts of activities should i get up to while i am in dublin,travel suggestion,planning trips/activities
clinc,i want to explore a new place but don't know where i should go do you have any ideas,travel suggestion,planning trips/activities
clinc,please give me some ideas of fun tourist activities to do while i am in paris,travel suggestion,planning trips/activities
clinc,can you throw out some suggestions to me of places to travel to,travel suggestion,planning trips/activities
clinc,suggest some things for me to do while i am in los angeles,travel suggestion,planning trips/activities
clinc,let me know some things to do in phoenix,travel suggestion,planning trips/activities
clinc,let me know some things i can do in dallas,travel suggestion,planning trips/activities
clinc,i wanna know some things to do in phoenix,travel suggestion,planning trips/activities
clinc,i would like to do some things in phoenix,travel suggestion,planning trips/activities
clinc,tell me some things to do in phoenix,travel suggestion,planning trips/activities
clinc,what are some fun silly things to do in new jersey,travel suggestion,planning trips/activities
clinc,what are some cool tourist attractions in england,travel suggestion,planning trips/activities
clinc,what are some fun local experiences in canada,travel suggestion,planning trips/activities
clinc,what are some fun tourist things to do in mumbai,travel suggestion,planning trips/activities
clinc,what are some fun cheap activities to do in colorado,travel suggestion,planning trips/activities
clinc,which insurance plan to i have,insurance,health benefits/insurance plan
clinc,do you know which insurance plan i have,insurance,health benefits/insurance plan
clinc,what kind of insurance plan am i in,insurance,health benefits/insurance plan
clinc,what health coverage do i have,insurance,health benefits/insurance plan
clinc,what are the details on my health care plan,insurance,health benefits/insurance plan
clinc,which insurance plan am i enrolled in,insurance,health benefits/insurance plan
clinc,what is my health insurance,insurance,health benefits/insurance plan
clinc,what insurance plan am i enrolled in,insurance,health benefits/insurance plan
clinc,check on my health care plan,insurance,health benefits/insurance plan
clinc,what's my health insurance plan,insurance,health benefits/insurance plan
clinc,what sort of health benefits do i have,insurance,health benefits/insurance plan
clinc,"which health plan do i have, again",insurance,health benefits/insurance plan
clinc,tell me about my health benefits,insurance,health benefits/insurance plan
clinc,what's the name of my health insurance plan,insurance,health benefits/insurance plan
clinc,explain my health benefits,insurance,health benefits/insurance plan
clinc,what are my health insurance benefits,insurance,health benefits/insurance plan
clinc,what specific health plan do i have,insurance,health benefits/insurance plan
clinc,tell me the full name of my health plan,insurance,health benefits/insurance plan
clinc,how do my health benefits work,insurance,health benefits/insurance plan
clinc,can you tell me what health plan i am on,insurance,health benefits/insurance plan
clinc,tell me my current health plan,insurance,health benefits/insurance plan
clinc,which health plan am i currently enrolled in,insurance,health benefits/insurance plan
clinc,i want to know what health plan i'm currently on,insurance,health benefits/insurance plan
clinc,could you please inform me what health plan i am currently on,insurance,health benefits/insurance plan
clinc,what are the benefits associated with my insurance,insurance,health benefits/insurance plan
clinc,what are the benefits of having this insurance,insurance,health benefits/insurance plan
clinc,what are my benefits with this insurance,insurance,health benefits/insurance plan
clinc,what are my benefits on the insurance,insurance,health benefits/insurance plan
clinc,google find out what health plan i am under,insurance,health benefits/insurance plan
clinc,tell me what health plan coverage i have,insurance,health benefits/insurance plan
clinc,cross grocery shopping off the todo list,todo list update,remove tasks from to-do list
clinc,i don't need grocery shopping on my todo list anymore,todo list update,remove tasks from to-do list
clinc,take grocery shopping off my todo list,todo list update,remove tasks from to-do list
clinc,remove grocery shopping from todo list,todo list update,remove tasks from to-do list
clinc,cross off grocery shopping from todo list,todo list update,remove tasks from to-do list
clinc,i don't need mowing the lawn on my to do list anymore,todo list update,remove tasks from to-do list
clinc,empty the contents of my to do list,todo list update,remove tasks from to-do list
clinc,take everything off my to do list please,todo list update,remove tasks from to-do list
clinc,take everything off my to do list,todo list update,remove tasks from to-do list
clinc,please remove science fair from my to do list,todo list update,remove tasks from to-do list
clinc,please put babysitting on my to do list,todo list update,add tasks to to-do list
clinc,please put lawn mowing on my list of to dos,todo list update,add tasks to to-do list
clinc,put the dishes on my list of things to do,todo list update,add tasks to to-do list
clinc,remove all items from my to do list,todo list update,remove tasks from to-do list
clinc,take tennis practice off my to do list,todo list update,remove tasks from to-do list
clinc,get rid of my to do list,todo list update,remove tasks from to-do list
clinc,take dishes off the to do list,todo list update,remove tasks from to-do list
clinc,add grocery shopping to my to do list,todo list update,add tasks to to-do list
clinc,remove laundry from my to do list,todo list update,remove tasks from to-do list
clinc,please add laundry to the chores,todo list update,add tasks to to-do list
clinc,add mopping to the to do list,todo list update,add tasks to to-do list
clinc,please put dusting on my list of things to do,todo list update,add tasks to to-do list
clinc,please note vacuuming on my to do list,todo list update,add tasks to to-do list
clinc,insert mowing on the chore list,todo list update,add tasks to to-do list
clinc,you can dusting off my todo list,todo list update,remove tasks from to-do list
clinc,you take sweeping of my todo list,todo list update,remove tasks from to-do list
clinc,you can vacuuming of my todo list,todo list update,remove tasks from to-do list
clinc,you can take laundry off my todo list,todo list update,remove tasks from to-do list
clinc,you can take dishes off my todo list,todo list update,remove tasks from to-do list
